,year,weekofyear,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
1090,2003,25,47.15,296.008571429,296.757142857,293.978571429,304.9,291.0,5.56,90.04857142860001,47.15,15.4771428571,8.91428571429,27.525,10.725,33.5,21.8,40.4
1091,2003,26,88.88,295.387142857,296.357142857,294.542857143,303.7,291.8,38.1,95.5757142857,88.88,15.985714285699999,6.54285714286,26.95,9.45,32.7,21.9,93.5
1092,2003,27,61.09,295.12857142900003,295.992857143,294.037142857,305.5,291.7,42.5,94.1271428571,61.09,15.511428571400002,6.5,25.866666666700002,7.5,33.8,21.7,79.3
1093,2003,28,53.58,296.94285714299997,298.30714285700003,294.154285714,307.3,291.4,13.55,86.6557142857,53.58,15.6185714286,10.1,27.075,10.875,33.2,20.7,1.5
1094,2003,29,65.2,296.79,298.171428571,293.642857143,306.6,287.3,27.06,85.6114285714,65.2,15.2971428571,12.0,27.6666666667,10.833333333299999,33.4,17.4,23.8
1095,2003,30,2.64,296.48571428599996,298.042857143,291.85,305.4,289.2,6.39,77.80428571430001,2.64,13.558571428599999,11.4285714286,26.4666666667,10.366666666699999,32.1,18.0,9.9
1096,2003,31,24.64,296.82285714299996,298.357142857,293.184285714,306.9,291.2,12.0,82.27,24.64,14.6857142857,10.314285714299999,27.225,9.9,32.4,21.3,69.1
1097,2003,32,89.28,297.658571429,298.55,293.04571428599996,308.2,290.8,6.5,77.8614285714,89.28,14.5842857143,12.642857142899999,27.85,11.2,34.2,21.3,117.0
1098,2003,33,52.47,297.338571429,298.271428571,294.11857142900004,307.0,291.3,21.0,83.9271428571,52.47,15.588571428599998,10.6571428571,27.4,10.05,34.4,21.7,79.0
1099,2003,34,45.38,297.36571428599996,298.857142857,293.511428571,308.1,292.0,35.1,81.9428571429,45.38,15.01,10.0571428571,27.75,11.9,34.0,20.0,18.3
1100,2003,35,29.51,297.875714286,299.671428571,294.932857143,306.6,291.2,18.03,85.7257142857,29.51,16.4457142857,10.885714285699999,28.0,12.1,34.4,21.4,95.7
1101,2003,36,8.84,297.38142857099996,298.44285714299997,290.97,309.5,289.1,33.5,70.9285714286,8.84,12.947142857100001,12.771428571400001,26.65,11.9,33.9,18.5,0.8
1102,2003,37,36.42,298.831428571,300.19285714299997,293.92714285700004,310.2,292.0,6.0,76.5328571429,36.42,15.447142857100001,12.671428571400002,27.8333333333,12.3,34.3,21.0,53.1
1103,2003,38,55.73,296.948571429,297.707142857,293.684285714,310.6,288.2,115.2,85.03,55.73,15.3114285714,10.7571428571,27.8,11.6,35.3,16.8,92.3
1104,2003,39,100.55,298.14428571400003,299.292857143,295.737142857,307.9,293.0,53.36,88.11714285709999,100.55,17.2628571429,9.47142857143,28.0333333333,10.633333333300001,34.7,21.8,27.2
1105,2003,40,74.6,299.357142857,300.7,295.828571429,310.6,292.9,253.3,83.6828571429,74.6,17.4514285714,11.6,28.575,12.175,35.5,21.8,34.5
1106,2003,41,38.3,297.91571428599997,299.885714286,296.312857143,309.0,292.5,42.5,92.16571428569999,38.3,17.9142857143,11.2,27.2,9.35,35.7,22.3,138.2
1107,2003,42,44.16,298.162857143,299.35,296.201428571,305.6,293.8,34.6,90.34285714290002,44.16,17.7971428571,8.52857142857,28.3,10.65,34.4,22.9,36.0
1108,2003,43,39.52,298.957142857,300.678571429,296.224285714,311.2,294.6,41.2,87.37,39.52,17.8957142857,9.95714285714,27.975,10.475,34.5,20.7,32.1
1109,2003,44,32.47,300.041428571,300.842857143,295.29571428599996,310.1,292.3,6.1,77.7842857143,32.47,16.8728571429,12.0857142857,28.7333333333,11.1333333333,35.5,22.8,56.4
1110,2003,45,105.14,298.135714286,299.957142857,295.74,310.8,292.3,85.3,88.48,105.14,17.39,9.42857142857,27.6,9.566666666669999,34.0,21.9,139.7
1111,2003,46,31.08,298.36714285700003,300.171428571,295.645714286,308.4,290.9,36.4,86.7557142857,31.08,17.2928571429,10.6285714286,28.5,10.85,35.5,20.8,79.0
1112,2003,47,123.63,298.68142857099997,300.107142857,296.72571428599997,307.0,294.8,40.8,90.88285714290001,123.63,18.378571428599997,9.04285714286,27.9,10.55,36.0,22.4,284.4
1113,2003,48,81.27,299.222857143,299.607142857,296.53,308.5,294.3,51.4,86.9957142857,81.27,18.27,9.07142857143,28.3,10.233333333300001,34.7,22.0,26.2
1114,2003,49,72.23,298.315714286,299.73571428599996,296.135714286,309.4,293.5,77.83,89.2071428571,72.23,17.7457142857,9.7,28.7666666667,10.1666666667,35.1,22.0,138.0
1115,2003,50,108.62,298.685714286,300.25,297.338571429,306.4,294.8,178.89,93.23142857139999,108.62,19.1071428571,8.27142857143,28.4,11.7,34.2,22.5,47.4
1116,2003,51,64.95,298.168571429,299.542857143,296.851428571,308.5,294.1,65.04,93.91714285709999,64.95,18.5328571429,8.34285714286,28.3,10.45,34.8,22.1,66.8
1117,2003,52,49.42,296.297142857,297.05,295.682857143,302.6,294.3,82.68,96.93714285709999,49.42,17.1728571429,4.18571428571,27.3,9.6,33.1,22.3,185.7
1118,2004,1,78.53,297.437142857,298.742857143,296.637142857,304.0,294.9,55.3,95.7942857143,78.53,18.255714285699998,6.2,27.4333333333,8.666666666669999,34.2,22.4,137.2
1119,2004,2,78.53,297.437142857,298.742857143,296.637142857,304.0,294.9,55.3,95.7942857143,78.53,18.255714285699998,6.2,27.4333333333,8.666666666669999,34.2,22.4,137.2
1120,2004,3,63.47,297.75285714299997,298.957142857,297.02,306.2,294.5,62.5,96.12857142860001,63.47,18.7128571429,6.82857142857,28.7,9.9,34.1,23.1,68.1
1121,2004,4,29.23,299.62,300.828571429,295.89,308.3,293.6,19.4,82.4671428571,29.23,17.4914285714,11.228571428599999,28.7333333333,11.4,34.6,21.8,20.1
1122,2004,5,4.65,300.9,302.15,292.832857143,309.7,293.2,1.6,65.2842857143,4.65,14.548571428599999,13.642857142899999,28.925,12.125,35.6,22.3,0.0
1123,2004,6,13.2,299.902857143,301.37142857099997,293.988571429,309.8,293.2,9.0,72.9271428571,13.2,15.5671428571,14.0857142857,29.2,13.525,36.4,20.6,24.1
1124,2004,7,24.83,298.27,299.55,295.64,307.2,294.8,33.46,86.7657142857,24.83,17.1742857143,8.5,27.925,9.5,33.3,22.8,13.4
1125,2004,8,39.06,298.081428571,299.75,295.642857143,310.1,292.6,34.5,87.7185714286,39.06,17.2085714286,9.72857142857,26.6,8.1,35.5,22.0,8.6
1126,2004,9,125.04,297.88285714299997,299.435714286,296.348571429,308.0,294.3,83.27,93.0128571429,125.04,17.95,7.814285714289999,27.4666666667,10.133333333300001,34.4,20.6,18.9
1127,2004,10,52.08,297.981428571,299.428571429,296.455714286,308.1,293.2,49.36,92.5614285714,52.08,18.0942857143,9.08571428571,28.4,11.3,34.5,22.3,79.0
1128,2004,11,80.33,296.777142857,297.521428571,296.06857142900003,304.4,293.5,76.75,96.28857142860001,80.33,17.61,5.24285714286,28.0,11.0,33.5,22.5,24.1
1129,2004,12,137.83,297.887142857,299.535714286,296.62142857099997,305.5,292.9,75.16,93.62857142860001,137.83,18.2485714286,9.78571428571,28.3,9.5,34.3,21.7,187.2
1130,2004,13,120.1,297.312857143,298.2,296.607142857,303.5,294.0,76.2,96.23857142860001,120.1,18.2371428571,5.71428571429,28.65,9.3,34.0,23.6,142.6
1131,2004,14,101.22,297.202857143,298.26428571400004,296.815714286,303.9,293.8,88.9,97.9414285714,101.22,18.47,5.21428571429,28.0666666667,9.1,33.9,22.7,2.0
1132,2004,15,47.26,297.812857143,298.978571429,297.17571428599996,305.6,294.2,135.4,96.4985714286,47.26,18.8257142857,6.27142857143,27.65,9.5,33.1,22.3,4.0
1133,2004,16,61.8,298.217142857,299.65,296.637142857,308.4,292.9,54.89,92.32,61.8,18.3085714286,8.985714285710001,28.0333333333,10.366666666699999,33.6,21.7,36.9
1134,2004,17,113.62,297.78,298.51428571400004,296.771428571,304.0,293.9,90.3,94.78857142860001,113.62,18.4085714286,6.0,28.0,10.65,34.5,22.5,39.6
1135,2004,18,65.82,297.127142857,297.828571429,296.708571429,303.5,293.6,133.17,97.8085714286,65.82,18.34,5.02857142857,27.5333333333,8.666666666669999,32.9,22.6,148.5
1136,2004,19,83.93,297.798571429,299.12857142900003,296.835714286,305.9,293.1,56.52,95.1157142857,83.93,18.5114285714,8.71428571429,27.2333333333,9.933333333330001,33.3,22.0,97.0
1137,2004,20,34.81,296.414285714,297.214285714,295.27,303.4,292.6,45.5,93.8971428571,34.81,16.7785714286,5.77142857143,27.3,8.4,33.0,19.5,91.8
1138,2004,21,173.45,297.602857143,299.178571429,295.82,308.2,292.0,83.0,91.6271428571,173.45,17.4014285714,9.1,26.65,7.4,34.2,22.5,296.9
1139,2004,22,35.43,297.305714286,298.328571429,295.958571429,306.4,291.7,42.6,93.5757142857,35.43,17.5,9.62857142857,27.5,9.5,33.3,20.5,28.2
1140,2004,23,88.62,296.767142857,297.821428571,295.697142857,304.1,292.8,36.63,94.69285714290001,88.62,17.2128571429,8.18571428571,27.5,9.5,32.8,19.8,203.0
1141,2004,24,85.28,295.57428571400004,296.25,294.99,300.0,293.0,51.89,96.8757142857,85.28,16.42,5.04285714286,26.8,8.566666666669999,32.0,20.9,87.9
1142,2004,25,94.52,296.20428571400004,297.321428571,294.705714286,306.0,292.1,24.5,92.37142857139999,94.52,16.1385714286,7.785714285710001,25.9,8.4,33.3,21.5,43.2
1143,2004,26,32.95,295.63428571400004,296.814285714,293.86,304.2,289.8,25.9,90.44714285709999,32.95,15.3128571429,8.4,25.075,9.075,32.1,18.6,98.5
1144,2004,27,46.39,296.151428571,297.585714286,295.041428571,304.4,291.8,50.7,94.6685714286,46.39,16.5142857143,8.45714285714,25.9,8.15,30.9,21.1,170.1
1145,2004,28,83.94,296.61714285700003,298.085714286,294.814285714,305.1,291.8,18.67,90.9057142857,83.94,16.252857142899998,9.485714285710001,26.55,8.85,32.0,21.8,43.2
1146,2004,29,48.09,297.50142857099996,298.935714286,294.358571429,306.9,291.4,24.76,85.1585714286,48.09,15.86,11.2142857143,26.8,11.7,33.1,20.5,31.0
1147,2004,30,53.78,296.812857143,298.114285714,294.99714285700003,304.4,291.8,25.42,90.92857142860001,53.78,16.48,10.2,26.3,8.8,32.1,21.9,103.1
1148,2004,31,85.96,296.017142857,297.292857143,294.471428571,306.1,291.7,27.62,92.52714285709999,85.96,15.975714285699999,8.84285714286,27.1,9.8,32.9,19.4,6.0
1149,2004,32,29.82,297.517142857,298.964285714,293.14428571400003,307.4,291.0,3.9,79.7185714286,29.82,14.694285714300001,12.1571428571,27.1,9.8,34.0,18.3,55.1
1150,2004,33,18.44,296.53,297.635714286,292.222857143,307.2,288.1,4.1,79.2357142857,18.44,13.8242857143,12.1857142857,27.1,9.8,31.3,20.0,0.5
1151,2004,34,23.78,297.82,299.98571428599996,293.421428571,308.3,290.2,7.9,78.4814285714,23.78,14.9614285714,14.2857142857,27.1,9.8,32.8,21.7,0.5
1152,2004,35,42.86,298.142857143,299.80714285700003,294.567142857,310.1,291.1,23.2,83.1728571429,42.86,16.0771428571,12.5285714286,27.1,9.8,32.8,20.4,0.0
1153,2004,36,147.32,297.771428571,299.37857142900003,294.988571429,307.8,291.7,41.89,86.54,147.32,16.4842857143,11.128571428599999,27.1,9.8,32.0,20.9,195.1
1154,2004,37,46.58,298.457142857,300.51428571400004,296.11571428599996,308.2,294.7,35.7,88.74285714290001,46.58,17.67,10.285714285700001,27.4,8.7,34.3,23.0,23.2
1155,2004,38,36.64,297.721428571,299.064285714,295.88,308.9,293.3,59.5,91.2,36.64,17.44,8.92857142857,27.1666666667,9.5,33.0,20.4,87.3
1156,2004,39,48.68,298.62857142900003,299.971428571,294.38285714299997,309.8,292.4,6.9,79.5571428571,48.68,15.9014285714,13.2,28.0,13.5,34.7,18.8,20.1
1157,2004,40,85.69,299.17,300.914285714,296.11571428599996,310.6,293.8,70.02,84.8071428571,85.69,17.711428571400003,11.6571428571,28.65,13.1,35.5,21.8,40.1
1158,2004,41,52.27,297.56857142900003,298.742857143,295.314285714,305.5,292.7,39.9,88.8257142857,52.27,16.8242857143,8.82857142857,26.975,10.875,33.0,20.6,27.9
1159,2004,42,65.25,298.05714285700003,299.26428571400004,296.86714285700003,307.2,293.3,51.6,94.16,65.25,18.5471428571,8.35714285714,28.55,11.3,34.5,21.4,120.6
1160,2004,43,35.61,299.428571429,300.921428571,296.29571428599996,309.6,292.8,23.1,85.0657142857,35.61,17.9014285714,13.1571428571,27.7,9.55,35.6,22.4,13.0
1161,2004,44,74.01,298.44142857099996,299.94285714299997,295.907142857,312.3,292.2,48.5,87.87,74.01,17.5371428571,12.3142857143,27.4,10.0,35.8,21.3,89.9
1162,2004,45,91.63,299.504285714,300.785714286,296.178571429,309.2,294.3,67.0,84.8271428571,91.63,17.8057142857,10.6571428571,28.35,12.35,34.9,21.8,101.4
1163,2004,46,74.68,297.168571429,297.707142857,296.484285714,304.2,292.4,53.9,96.3542857143,74.68,18.121428571400003,5.92857142857,27.2,8.9,33.7,22.4,184.2
1164,2004,47,74.08,299.418571429,301.23571428599996,296.097142857,309.3,293.6,26.8,84.6114285714,74.08,17.7385714286,11.642857142899999,28.25,11.0,35.8,22.5,107.4
1165,2004,48,71.98,297.958571429,299.2,297.02,306.1,293.6,56.8,95.2514285714,71.98,18.7142857143,7.914285714289999,28.0,10.36,35.3,22.6,77.0
1166,2004,49,53.01,299.17714285700004,300.37857142900003,296.44,309.5,293.3,36.83,87.13,53.01,18.11,10.957142857100001,27.9,11.0,34.1,22.4,64.0
1167,2004,50,70.04,297.787142857,298.835714286,296.57428571400004,305.8,294.5,91.0,93.9385714286,70.04,18.2071428571,6.5,28.375,9.65,34.0,22.6,9.9
1168,2004,51,49.56,298.701428571,300.035714286,296.385714286,308.5,293.8,38.0,88.78,49.56,18.04,10.214285714299999,28.375,9.65,34.0,22.6,128.3
1169,2004,52,109.83,298.404285714,299.657142857,297.122857143,306.3,294.8,29.79,93.25285714290001,109.83,18.8557142857,8.22857142857,27.8,8.5,33.3,22.6,100.8
1170,2005,53,70.6,298.162857143,300.007142857,296.712857143,307.9,293.5,61.61,93.0057142857,70.6,18.37,9.75714285714,28.5,9.1,33.2,23.0,74.9
1171,2005,1,70.6,298.162857143,300.007142857,296.712857143,307.9,293.5,61.61,93.0057142857,70.6,18.37,9.75714285714,28.5,9.1,33.2,23.0,74.9
1172,2005,2,93.73,297.662857143,298.842857143,296.727142857,307.6,291.6,96.21,95.53,93.73,18.4085714286,7.22857142857,28.4,10.4,34.2,22.5,232.1
1173,2005,3,60.52,300.06857142900003,301.564285714,296.58,308.7,295.0,26.7,83.3,60.52,18.2585714286,11.357142857100001,28.866666666700002,11.166666666700001,35.5,22.5,194.0
1174,2005,4,25.67,299.648571429,301.107142857,296.93142857099997,308.1,294.9,42.24,87.31285714290001,25.67,18.6457142857,9.985714285710001,28.866666666700002,12.066666666700002,35.1,22.1,0.0
1175,2005,5,88.96,299.06142857099996,300.828571429,296.907142857,308.4,295.3,47.3,89.4271428571,88.96,18.6357142857,9.34285714286,28.525,10.725,35.4,22.2,3.8
1176,2005,6,52.61,296.75285714299997,297.69285714299997,295.995714286,304.4,294.2,56.8,95.97714285709999,52.61,17.5757142857,5.18571428571,27.4666666667,8.73333333333,32.8,21.4,70.4
1177,2005,7,125.35,298.027142857,299.164285714,297.221428571,304.6,294.5,189.06,95.7485714286,125.35,18.9471428571,6.985714285710001,27.5,9.5,32.3,22.3,350.9
1178,2005,8,46.98,298.29571428599996,299.285714286,296.542857143,306.5,294.4,39.6,91.57714285709999,46.98,18.2014285714,7.8571428571399995,28.65,10.9,35.2,22.4,84.1
1179,2005,9,54.22,298.158571429,299.392857143,297.04571428599996,305.9,294.4,44.51,94.40142857139999,54.22,18.731428571400002,8.014285714289999,28.2666666667,9.2,33.8,23.3,19.0
1180,2005,10,155.54,297.957142857,298.685714286,297.528571429,304.9,295.6,201.4,97.68714285709999,155.54,19.2742857143,4.82857142857,26.8,6.7,34.8,23.4,8.6
1181,2005,11,162.51,297.314285714,298.678571429,295.85,304.5,291.9,21.7,92.2671428571,162.51,17.3985714286,7.814285714289999,28.7,9.85,33.8,22.5,146.1
1182,2005,12,99.37,298.37,299.828571429,296.25142857099996,306.6,294.7,32.8,89.82,99.37,17.82,9.34285714286,27.72,8.96,33.4,22.5,108.8
1183,2005,13,55.12,297.37,298.585714286,296.088571429,308.6,293.0,67.5,93.8014285714,55.12,17.6242857143,7.62857142857,28.25,10.85,34.3,20.8,73.9
1184,2005,14,87.41,297.708571429,299.0,296.23571428599996,306.5,292.4,68.0,92.41714285709999,87.41,17.8928571429,8.45714285714,28.1,10.85,33.8,21.6,71.1
1185,2005,15,40.03,297.701428571,298.464285714,297.202857143,304.0,295.0,90.2,97.3228571429,40.03,18.8857142857,6.41428571429,27.65,9.35,32.9,22.5,3.6
1186,2005,16,37.6,297.437142857,298.19285714299997,296.961428571,306.4,294.0,178.2,97.3814285714,37.6,18.5971428571,5.3571428571399995,28.85,10.05,34.0,22.7,105.6
1187,2005,17,78.8,297.92714285700004,298.864285714,297.402857143,303.9,294.1,54.9,97.16285714290001,78.8,19.1528571429,6.6428571428600005,28.6,9.1,33.8,23.7,14.5
1188,2005,18,33.29,297.33,298.435714286,296.575714286,304.8,293.3,64.1,95.93714285709999,33.29,18.1814285714,6.1,25.8,7.5,33.5,21.0,13.0
1189,2005,19,49.07,298.684285714,299.721428571,296.341428571,306.7,293.6,54.89,88.2942857143,49.07,17.94,9.27142857143,27.9,11.6,34.6,21.0,28.0
1190,2005,20,56.22,297.532857143,298.342857143,296.352857143,304.9,293.6,49.1,93.9185714286,56.22,17.9571428571,7.54285714286,27.4,8.7,33.2,23.6,95.9
1191,2005,21,43.14,299.005714286,300.614285714,295.804285714,308.1,294.0,21.1,84.6585714286,43.14,17.407142857100002,10.9428571429,27.4,8.7,33.6,22.4,37.9
1192,2005,22,61.75,298.434285714,299.478571429,295.678571429,307.3,292.7,34.92,86.70142857139999,61.75,17.2,10.0142857143,27.1,9.166666666669999,33.9,20.9,78.9
1193,2005,23,40.44,297.304285714,298.48571428599996,296.227142857,303.9,293.7,51.0,94.59285714290002,40.44,17.788571428599997,7.17142857143,27.1,9.166666666669999,32.4,22.0,19.5
1194,2005,24,104.83,297.377142857,298.62142857099997,295.32,304.8,293.4,29.01,89.19428571430001,104.83,16.8242857143,8.52857142857,27.6666666667,9.833333333330001,33.3,22.0,73.7
1195,2005,25,50.88,297.857142857,299.05714285700003,294.64428571400003,307.7,291.9,11.0,84.4671428571,50.88,16.1685714286,10.4857142857,27.35,9.55,32.8,22.4,89.2
1196,2005,26,23.6,296.82,298.492857143,294.408571429,307.4,292.4,26.6,88.38714285709999,23.6,15.8771428571,10.7285714286,26.8333333333,8.76666666667,33.7,20.8,92.0
1197,2005,27,43.24,297.86571428599996,299.421428571,294.528571429,308.3,290.4,23.91,84.6928571429,43.24,16.038571428599997,11.1,27.8,10.7,34.5,21.6,40.9
1198,2005,28,109.71,296.988571429,297.592857143,292.23,308.2,288.3,8.7,77.3728571429,109.71,13.9285714286,11.8142857143,27.8,11.1333333333,34.2,17.6,167.1
1199,2005,29,27.33,297.794285714,298.928571429,292.455714286,307.7,287.5,8.9,75.6971428571,27.33,14.191428571400001,13.514285714300001,26.55,12.7,33.8,18.2,0.0
1200,2005,30,42.32,296.898571429,298.01428571400004,293.75,306.3,290.1,15.3,84.2385714286,42.32,15.26,10.0857142857,21.4,5.7,32.3,18.5,71.1
1201,2005,31,0.0,298.221428571,299.728571429,293.035714286,308.2,292.6,8.64,75.5714285714,0.0,14.6085714286,11.485714285699999,26.25,10.6,32.3,19.2,0.0
1202,2005,32,38.17,298.92571428599996,300.335714286,293.64,309.7,293.5,1.99,74.8557142857,38.17,15.15,12.1857142857,27.325,11.85,33.5,19.8,36.6
1203,2005,33,17.85,299.60571428599997,300.428571429,291.778571429,310.5,290.7,6.0,64.6585714286,17.85,13.59,14.2,27.75,13.1,32.8,17.3,69.6
1204,2005,34,69.62,298.428571429,299.678571429,294.945714286,309.0,292.9,15.82,83.8542857143,69.62,16.44,10.8142857143,27.75,13.1,35.0,20.3,127.0
1205,2005,35,12.81,298.184285714,299.37142857099997,293.918571429,308.6,292.4,11.0,79.6471428571,12.81,15.4285714286,10.9428571429,26.8,10.25,35.2,21.4,37.0
1206,2005,36,36.98,300.05857142900004,301.214285714,294.005714286,309.3,293.4,4.2,71.9714285714,36.98,15.5185714286,13.7142857143,25.7666666667,12.2333333333,34.3,21.8,44.0
1207,2005,37,18.66,298.88,299.80714285700003,295.658571429,307.3,292.9,35.3,83.73,18.66,17.2228571429,9.92857142857,25.7666666667,12.2333333333,34.3,16.9,1.3
1208,2005,38,2.56,298.49857142900004,299.76428571400004,293.555714286,309.1,292.4,13.7,76.5957142857,2.56,15.06,11.7857142857,25.7666666667,12.2333333333,34.3,16.9,38.1
1209,2005,39,29.8,301.17571428599996,302.928571429,293.75285714299997,314.0,294.8,4.2,67.2128571429,29.8,15.331428571400002,14.828571428599998,28.65,13.5,37.1,20.7,80.8
1210,2005,40,54.7,299.11,300.25,293.897142857,312.7,292.1,4.6,74.9528571429,54.7,15.4357142857,12.357142857100001,28.8,14.9,36.3,21.0,80.8
1211,2005,41,60.0,299.515714286,300.857142857,294.385714286,313.2,293.2,22.2,75.50857142859999,60.0,15.9157142857,11.6857142857,28.5,11.8,37.0,22.3,233.2
1212,2005,42,73.97,299.578571429,301.19285714299997,295.768571429,310.5,291.9,35.08,81.69142857140001,73.97,17.4171428571,12.2428571429,29.1,12.7,36.5,21.7,64.0
1213,2005,43,100.06,298.065714286,299.164285714,295.802857143,307.4,294.0,59.7,89.14285714290001,100.06,17.3642857143,8.64285714286,28.3,10.95,34.3,21.3,235.2
1214,2005,44,59.15,299.458571429,301.478571429,296.805714286,308.6,294.9,49.85,87.23142857139999,59.15,18.55,10.7857142857,28.2333333333,10.3,34.3,21.8,102.1
1215,2005,45,75.36,298.6,300.078571429,296.36,309.4,292.9,143.8,89.31,75.36,17.974285714300002,9.7,27.6,10.15,34.6,22.3,8.9
1216,2005,46,49.87,298.31,300.092857143,296.895714286,307.2,295.0,45.0,93.1771428571,49.87,18.5828571429,8.55714285714,27.6,10.15,34.5,21.5,139.5
1217,2005,47,72.34,299.412857143,300.62857142900003,297.39428571400003,309.1,295.2,63.53,90.34857142860001,72.34,19.1942857143,8.91428571429,28.5,11.0,35.0,21.8,5.1
1218,2005,48,78.52,299.42,300.45,296.612857143,307.6,294.1,34.95,86.40857142860001,78.52,18.3042857143,9.72857142857,28.2666666667,11.4,34.3,21.7,77.9
1219,2005,49,60.5,299.217142857,300.707142857,296.657142857,308.4,295.4,71.8,87.7214285714,60.5,18.3642857143,9.1,28.1,12.5,34.8,21.5,54.1
1220,2005,50,46.91,298.57428571400004,300.257142857,297.187142857,307.0,295.4,46.9,92.9571428571,46.91,18.9457142857,8.2,28.1,11.55,34.0,22.3,6.0
1221,2005,51,151.0,298.021428571,299.37142857099997,297.19142857099996,304.4,295.5,113.36,95.6742857143,151.0,18.9157142857,6.485714285709999,28.3,9.9,33.6,22.9,81.1
1222,2006,52,114.58,298.18142857099997,299.578571429,296.935714286,306.5,294.9,210.5,93.82142857139999,114.58,18.5842857143,7.385714285710001,27.45,9.7,32.7,22.4,273.5
1223,2006,1,38.78,298.832857143,299.642857143,292.87857142900003,307.8,292.4,15.2,73.16142857140001,38.78,14.524285714300001,12.3142857143,27.78,11.0,34.5,19.7,70.1
1224,2006,2,138.46,298.728571429,300.3,296.37142857099997,307.7,293.5,47.6,88.33571428569999,138.46,18.1657142857,9.885714285710002,27.78,11.0,34.5,21.4,60.1
1225,2006,3,88.85,298.46,300.114285714,296.321428571,307.3,295.0,52.2,89.9557142857,88.85,17.9414285714,9.14285714286,27.3,8.95,33.8,21.5,54.8
1226,2006,4,49.32,297.18857142900004,298.292857143,295.777142857,304.8,294.4,52.2,93.11428571430001,49.32,17.3642857143,6.21428571429,27.3,8.95,33.5,22.3,250.9
1227,2006,5,34.17,297.16571428599997,298.221428571,296.647142857,302.7,294.3,63.98,97.32,34.17,18.2642857143,5.52857142857,28.0,8.8,33.7,21.5,118.9
1228,2006,6,71.87,297.64,298.37857142900003,296.80857142900004,304.2,294.0,67.0,95.82714285709999,71.87,18.4428571429,5.78571428571,28.0,8.8,32.6,23.6,101.1
1229,2006,7,44.35,297.064285714,298.142857143,295.364285714,305.2,292.8,33.0,91.09857142860001,44.35,16.9271428571,7.285714285710001,28.6,8.9,33.8,24.2,0.0
1230,2006,8,23.44,298.93857142900004,300.778571429,295.961428571,308.3,292.9,72.2,86.0314285714,23.44,17.6057142857,10.7857142857,28.24,10.64,34.3,21.3,0.3
1231,2006,9,79.13,298.25285714299997,299.87142857099997,296.76428571400004,306.9,295.1,50.38,92.6057142857,79.13,18.4014285714,8.02857142857,27.4333333333,9.566666666669999,32.9,21.9,26.9
1232,2006,10,94.99,297.92571428599996,299.107142857,297.207142857,304.0,294.7,130.6,96.36,94.99,18.9028571429,6.41428571429,28.0,9.55,33.3,21.9,93.0
1233,2006,11,121.69,297.93142857099997,299.007142857,296.581428571,305.3,294.5,58.83,93.3471428571,121.69,18.2,7.014285714289999,27.975,9.2,33.7,22.4,16.0
1234,2006,12,120.62,297.494285714,298.785714286,296.29571428599996,305.3,292.5,70.0,93.7871428571,120.62,17.911428571400002,7.34285714286,27.4,8.7,32.3,23.0,97.0
1235,2006,13,121.46,298.04,299.23571428599996,297.067142857,304.9,294.8,88.81,95.0242857143,121.46,18.7342857143,6.95714285714,28.3,10.0,33.7,22.0,53.9
1236,2006,14,41.68,297.77428571400003,299.44285714299997,296.047142857,308.3,293.8,87.9,91.8114285714,41.68,17.61,9.57142857143,27.9333333333,10.266666666699999,33.7,22.6,178.1
1237,2006,15,75.33,297.825714286,298.814285714,296.965714286,305.5,292.9,66.46,95.51,75.33,18.7142857143,7.42857142857,28.3,10.3,33.9,21.4,49.0
1238,2006,16,69.6,298.06142857099996,299.178571429,296.457142857,306.4,293.9,54.86,92.1114285714,69.6,18.0828571429,7.44285714286,27.4,8.35,32.8,22.5,11.9
1239,2006,17,74.93,296.85,297.707142857,295.051428571,305.3,291.7,39.6,90.86428571430001,74.93,16.5585714286,7.75714285714,27.0,8.46666666667,33.5,19.5,34.0
1240,2006,18,65.07,297.63,299.021428571,296.38428571400004,306.3,293.6,38.84,93.63571428569999,65.07,17.9628571429,8.41428571429,27.85,9.1,33.3,22.5,115.0
1241,2006,19,127.24,296.184285714,297.55714285700003,295.452857143,304.3,291.8,70.0,96.09857142860001,127.24,16.9771428571,6.62857142857,24.3,5.2,32.3,21.7,270.9
1242,2006,20,1.52,296.054285714,296.914285714,290.088571429,305.6,287.2,0.1,72.0342857143,1.52,12.111428571400001,12.371428571400001,25.2,11.7,31.7,19.4,2.0
1243,2006,21,91.4,297.992857143,299.114285714,293.777142857,307.7,288.8,12.47,80.38571428569999,91.4,15.46,10.885714285699999,27.4666666667,10.4333333333,34.0,21.7,83.0
1244,2006,22,79.48,295.987142857,297.171428571,294.55714285700003,304.1,291.3,44.65,92.5057142857,79.48,16.025714285699998,6.885714285710001,25.6,8.933333333330001,31.9,19.3,150.2
